PRODUCT DESCRIPTION,IMPORTER,IMPORTER ENTITY,SHIPPER,ARRIVAL DATE,GROSS WEIGHT (LB),GROSS WEIGHT (KG),FOREIGN PORT,US PORT,VESSEL NAME,COUNTRY OF ORIGIN,MARKS &AMP; NUMBERS,CONSIGNEE ADDRESS,SHIPPER ADDRESS,ZIP CODE,NO. OF CONTAINERS,CONTAINER NUMBER,CONTAINER TYPE,QUANTITY,QUANTITY UNIT,MEASUREMENT,MEASUREMENT UNIT,BILL OF LADING,HOUSE VS MASTER,MASTER B/L,VOYAGE NUMBER,SEAL,SHIP REGISTERED IN,IN-BOND ENTRY TYPE,CARRIER CODE,CARRIER NAME,CARRIER CITY,CARRIER STATE,CARRIER ZIP,CARRIER ADDRESS,NOTIFY PARTY,NOTIFY ADDRESS,PLACE OF RECEIPT
"OF SAWN TIMBER AZOBE (LOPHIRA ALATA) FSC100 PERCENT AD ' SUPPLIER CERTIFIES THAT THE CO VER BOARDS, SPACER STICKS AND BLOCKS ARE THE SAME SP ECIES AS THE LUMBER BEING SHIPPED. T HEY ARE PART OF THE LUMBER SHI OF SAWN TIMBER AZOBE (LOPHIRA ALATA) FSC100 PERCENT AD ' SUPPLIER CERTIFIES THAT THE CO VER BOARDS, SPACER STICKS AND BLOCKS ARE THE SAME SP ECIES AS THE LUMBER BEING SHIPPED. T HEY ARE PART OF THE LUMBER SHI OF SAWN TIMBER AZOBE (LOPHIRA ALATA) FSC100 PERCENT AD ' SUPPLIER CERTIFIES THAT THE CO VER BOARDS, SPACER STICKS AND BLOCKS ARE THE SAME SP ECIES AS THE LUMBER BEING SHIPPED. T HEY ARE PART OF THE LUMBER SHI PEMENT, SUBJECT TO APHIS INS PECTION AND ARE EXEMPT WPM RUL E' + SERVICE CONTRACT 757022 PEMENT, SUBJECT TO APHIS INS PECTION AND ARE EXEMPT WPM RUL E' + SERVICE CONTRACT 757022 PEMENT, SUBJECT TO APHIS INS PECTION AND ARE EXEMPT WPM RUL E' + SERVICE CONTRACT 757022",TO ORDER COMPAGNIE FORESTIERE DE KR,COMPAGNIE FORESTIERE DE KR,COMPAGNIE FORESTIERE DE KRIBI (C.,03/25/2015,125063,56847,Algeciras,"New York/Newark Area, Newark, New Jersey",MAERSK KALAMATA,Spain,EX1 NO E1555 DU 26/01/15 BESC NO 97 004EX1 NO E1555 DU 26/01/15 BESC NO 97 004EX1 NO E1555 DU 26/01/15 BESC NO 97 004,BP 1616 DOUALA-CAMEROUN TEL +237 237 233430711 1-7323036049 TEL EX 1-732303 60,BP 1616 DOUALA-CAMEROUN TEL +237 237 233430711 237-33426022 TEL EX 237-3342 33, ,3,MSKU1487780 MSKU9200324 MRKU4928341,4EB0 4EB0 4EB0,17,BDL,51,CM,SAFM566079018, , ,510W, ,MALTA, ,SAFM,SAFMARINE CONTAINER LINES (HEREINAFTER SAFMARINE),MADISON,NJ,07940-0880,GIRALDA FARMS #2 MADISON AVE PO BOX 880,"WILLIAM G. MOORE &SON,INC OF DELA",PO BOX 6309 NJ 07728 FREEHOLD 1-7323036049 TEL EX 1-732303 60,DOUALA
"OF SAWN TIMBER AZOBE (LOPHIRA ALATA) FSC 100% AD 2040 PIEC ES BESC : NO 95207 EX1 NO E2 3785 DU 23/12/2014 SUPPLI ER CERTIFIES THAT THE COVER BO ARDS,SPACER STICKS AND BLOCKS ARE THE SAME SPECIES AS THE L OF SAWN TIMBER AZOBE (LOPHIRA ALATA) FSC 100% AD 2040 PIEC ES BESC : NO 95207 EX1 NO E2 3785 DU 23/12/2014 SUPPLI ER CERTIFIES THAT THE COVER BO ARDS,SPACER STICKS AND BLOCKS ARE THE SAME SPECIES AS THE L UMBER BEING SHIPPED THEY ARE P ART OF THE LUMBER SHIPMENT SUB JECT TO APHIS INSPECTION AND A RE EXEMPT FROM WPM RULE'. SER VICE CONTRAT UMBER BEING SHIPPED THEY ARE P ART OF THE LUMBER SHIPMENT SUB JECT TO APHIS INSPECTION AND A RE EXEMPT FROM WPM RULE'. SER VICE CONTRAT",TO ORDER BOLLORE AFRICA LOGISTICS P,BOLLORE LOGISTICS USA INC,BOLLORE AFRICA LOGISTICS P/C,03/06/2015,70578,32081,Algeciras,"New York/Newark Area, Newark, New Jersey",SEA LAND CHAMPION,Spain,OT 70521OT 70521,COMPAGNIE FORESTIERE DE KRIBI (C.F. PO BOX 1616 DOUALA CAMEROUN TEL +237 33 43 07 11 - +237 79 53 8 1-7323036049 TEL EX 1-732303 60,COMPAGNIE FORESTIERE DE KRIBI (C.F. PO BOX 1616 DOUALA CAMEROUN TEL +237 33 43 07 11 - +237 79 53 8 237-33501212 TEL EX 237-3342 26, ,2,MRKU6627584 CAIU2461111,2CB0 2CB0,34,BDL,29104,CM,SAFM565354885, , ,1503,CM0062954 CM0062952,HONG KONG, ,SAFM,SAFMARINE CONTAINER LINES (HEREINAFTER SAFMARINE),MADISON,NJ,07940-0880,GIRALDA FARMS #2 MADISON AVE PO BOX 880,"WILLIAM G. MOORE &SON,INC OF DELA",PO BOX 6309 NJ 07728 FREEHOLD 1-7323036049 TEL EX 1-732303 60,DOUALA
"CONTRAT NO FSC 14-457-100% 4 BUNDLES OF SAWN TIMBER AZOBE (LOPHIRA ALATA) FSC100% AD 160 PIECES OT 70485 'SUPPLIER CERTIFIES THAT THE C OVER BOARDS, SPACER STICKS AND BLOCKS ARE THE SAME SPECIES A CONTRAT NO FSC 14-457-100% 4 BUNDLES OF SAWN TIMBER AZOBE (LOPHIRA ALATA) FSC100% AD 160 PIECES OT 70485 'SUPPLIER CERTIFIES THAT THE C OVER BOARDS, SPACER STICKS AND BLOCKS ARE THE SAME SPECIES A S THE LUMBER BEING SHIPPED. TH EY ARE PART OF THE LUMBER SHIP EMENT, SUBJECT TO APHIS INSPEC TION AND ARE EXEMPT WPM RULE' + SERVICE CONTRACT 757022 S THE LUMBER BEING SHIPPED. TH EY ARE PART OF THE LUMBER SHIP EMENT, SUBJECT TO APHIS INSPEC TION AND ARE EXEMPT WPM RULE' + SERVICE CONTRACT 757022",TO ORDER COMPAGNIE FORESTIERE DE KR,COMPAGNIE FORESTIERE DE KR,COMPAGNIE FORESTIERE DE KRIBI (C.,02/24/2015,63982,29083,Felixstowe,"New York/Newark Area, Newark, New Jersey",MSC ROMANOS,United Kingdom,..,BP 1616 DOUALA-CAMEROUN TEL +237 33 43 07 11 1-7323036049 TEL EX 1-732303 60,BP 1616 DOUALA-CAMEROUN TEL +237 33 43 07 11 237-33426022 TEL EX 237-3342 33, ,2,MRKU0487037 MRKU0437592,4CB0 4CB0,160,PCS,26,CM,SAFM565126508, , ,507W,80858CM0080858 CM0060883 L-CM00608,HONG KONG, ,SAFM,SAFMARINE CONTAINER LINES (HEREINAFTER SAFMARINE),MADISON,NJ,07940-0880,GIRALDA FARMS #2 MADISON AVE PO BOX 880,WILLIAM G. MOORE & SON. INC OF DE,PO BOX 6309 NJ 07728 FREEHOLD USA 1-7323036049 TEL EX 1-732303 60,DOUALA
"OF SAWN TIMBER AZOBE (LOPHIR A ALATA)FSC 100% AD 390 PIEC ES 'SUPPLIER CERTIFIES TH AT THE COVER BOARDS, SPACER ST ICKS AND BLOCKS ARE THE SAME S PECIES AS THE LUMBER BEING SHI PPED. THEY ARE PART OF THE LUM BER SHIPEMENT, SUBJECT TO APHI S INSPECTION AND ARE EXEMPT WP M RULE' + SERVICE CONTRACT 757 022",TO ORDER COMPAGNIE FOREESTIERE DE K, ,COMPAGNIE FOREESTIERE DE KRIBI(C.,02/08/2015,41782,18992,Algeciras,"New York/Newark Area, Newark, New Jersey",MAERSK KALAMATA,Spain,EX1 NO E 22410 DU 05/12/2014 BESC NO 94093 HS CODE NO 440729 OT 7 0486 CT 14-326 FSC 100%,BP 1616 DOUALA-CAMEROUN TEL: +237 33 43 07 11 1-7323036049 TEL EX 1-732303 60,BP 1616 DOUALA-CAMEROUN TEL: +237 33 43 07 11 237-33439922 TEL EX 237-3343 99, ,1,MSKU1439061,4EB0,9,BDL,17,CM,SAFM565355307, , ,1505,CM0080864,MALTA, ,SAFM,SAFMARINE CONTAINER LINES (HEREINAFTER SAFMARINE),MADISON,NJ,07940-0880,GIRALDA FARMS #2 MADISON AVE PO BOX 880,"WILLIAMG.MOORE & SON,INC OF DELAW",PO BOX 6309 NJ 07728 FREEHOLD USA 1-7323036049 TEL EX 1-732303 60,DOUALA
"33 BUNDLES OF SAWN TIMBER AZOBE 226 PIECES LOPHIRA ALATA SUPPLIER CERTIFIES THAT THE C OVER BOARDS, SPACER STICKS AND BLOCKS ARETH E SAME SPECIES AS THE LUMBER BEING SHIPPED. THEY ARE PART OF THE LUMBER SHIPMENT, SUBJECTTO APHIS INSPECTION AND ARE EXEMPT FROM WP M RULE FREIGHT COLLECT",TO ORDER WILLIAM & MARY LUMBER, ,COMPAGNIE FORESTIERE DE,02/05/2015,167343,76065,Bonaberi,"Houston, Texas",ATLANTIC PENDANT,Cameroon,EX 1 E 18057 DU 08-10-2014 BESC N 91784 H S CODE 44072938 SVC 595713 OT 70384 OT 144 79 NO MARKS NO MARKS NO MARKS NO MARKS,"515,YORKSHIRE DRIVE BIRMINGHAM AL 35209 USA",KRIBI(CFK) SA P.O. BOX 1616 DOUALA CAMEROON FILE 14068141,35209,1,NC, ,33,BDL,0, ,SCNSNLD140103001, , ,14009, ,CYPRUS, ,SCNS, , , , , ,-NOT AVAILABLE-, ,DOUALA
"8 COLIS DE BOIS AZOBE (LOPHI RA ALATA) AD OT 70515 TI MBER 'SUPPLIER CERTIFIES TH AT THE COVER BOARDS, SPACER ST ICKS AND BLOCKS ARE THE SAME S PECIES AS THE LUMBER BEING SHI PPED. THEY ARE PART OF THE LUM BER SHIPEMENT, SUBJECT TO APHI S INSPECTION AND ARE EXEMPT WP M RULE' + SERVICE CONTRACT 757 022",TO ORDER COMPAGNIE FORESTIERE DE KR,COMPAGNIE FORESTIERE DE KR,COMPAGNIE FORESTIERE DE KRIBI (C.F.,02/02/2015,32110,14595,Algeciras,"New York/Newark Area, Newark, New Jersey",MAERSK PITTSBURGH,Spain,N/M,BP 1616 DOUALA - CAMEROUN 1-7323036049 TEL EX 1-732303 60,BP 1616 DOUALA - CAMEROUN 237-33426022 TEL EX 237-3342 33, ,1,MRKU4482476,4EB0,8,BDL,13,CM,SAFM565450649, , ,1502,CM0062978,UNITED STATES, ,SAFM,SAFMARINE CONTAINER LINES (HEREINAFTER SAFMARINE),MADISON,NJ,07940-0880,GIRALDA FARMS #2 MADISON AVE PO BOX 880,"WILLIAM G. MOORE & SON,INC OF DELAW",PO BOX 6309 NJ 07728 FREEHOLD 1-7323036049 TEL EX 1-732303 60,DOUALA
"OF SAWN TIMBER AZOBE (LOPHIR A ALATA) AD FSC 100% 392 PIEC ES OT 70494 CT. 14-326 F SC 100% 'SUPPLIER CERTIFIES THAT THE COVER BOARDS, SPACER STICKS AND BLOCKS ARE THE SAM E SPECIES AS THE LUMBER BEING SHIPPED. THEY ARE PART OF THE LUMBER SHIPEMENT, SUBJECT TO A PHIS INSPECTION AND ARE EXEMPT WPM RULE' + SERVICE CONTRACT 757022",TO ORDER COMPAGNIE FORESTIERE DE KR,COMPAGNIE FORESTIERE DE KR,COMPAGNIE FORESTIERE DE KRIBI (C.F.,01/28/2015,42249,19204,Algeciras,"New York/Newark Area, Newark, New Jersey",MAERSK DAMIETTA,Spain,EXI NO22694 BESC NO94694 HS CODE 440729,BP 1616 DOUALA - CAMEROUN BOLLORE AFRICA LOGISTICS P/C C F K BP 1616-DOUALA - CAMEROUN 1-7323036049 TEL EX 1-732303 60,BP 1616 DOUALA - CAMEROUN BOLLORE AFRICA LOGISTICS P/C C F K BP 1616-DOUALA - CAMEROUN 237-33426022 TEL EX 237-3342 33, ,1,MRKU0803428,4CB0,10,BDL,17,CM,SAFM565401529, , ,1502,CM008895,LIBERIA, ,SAFM,SAFMARINE CONTAINER LINES (HEREINAFTER SAFMARINE),MADISON,NJ,07940-0880,GIRALDA FARMS #2 MADISON AVE PO BOX 880,"WILLIAM G. MOORE & SON,INC OF DELAW",PO BOX 6309 NJ 07728 FREEHOLD 1-7323036049 TEL EX 1-732303 60,DOUALA
"9 BUNDLE OF SAWN TIMBER AZOBE (LOPHIRA ALATA) AD FSC 100% 210 PIECES OT 70460 ' SUPPLIER CERTIFIES THAT THE CO VER BOARDS, SPACER STICKS AND BLOCKS ARE THE SAME SPECIES AS THE LUMBER BEING SHIPPED. THE Y ARE PART OF THE LUMBER SHIPE MENT, SUBJECT TO APHIS INSPECT ION AND ARE EXEMPT WPM RULE' + SERVICE CONTRACT 757022",TO ORDER COMPAGNIE FORESTIERE DE KR,COMPAGNIE FORESTIERE DE KR,COMPAGNIE FORESTIERE DE KRIBI (C.F.,01/28/2015,39359,17890,Algeciras,"New York/Newark Area, Newark, New Jersey",MAERSK DAMIETTA,Spain,EXI N E 20997 DU 19/11/2014 BESC N 93599,BP 1616 DOUALA-CAMEROUN 1-7323036049 TEL EX 1-732303 60,BP 1616 DOUALA-CAMEROUN 237-33426022 TEL EX 237-3342 33, ,1,MSKU0823241,4EB0,9,BDL,16,CM,SAFM565126337, , ,1502,CM0080868,LIBERIA, ,SAFM,SAFMARINE CONTAINER LINES (HEREINAFTER SAFMARINE),MADISON,NJ,07940-0880,GIRALDA FARMS #2 MADISON AVE PO BOX 880,"WILLIAM G. MOORE & SON,INC OF DELAW",PO BOX 6309 NJ 07728 FREEHOLD 1-7323036049 TEL EX 1-732303 60,DOUALA
"7 BUNDLES OF SAWN TIMBER AZOBE ( LOPHIRA ALATA) FSC 100% AD 120 PIECES OT 70488 'SUP PLIER CERTIFIES THAT THE COVER BOARDS, SPACER STICKS AND BLO CKS ARE THE SAME SPECIES AS TH E LUMBER BEING SHIPPED. THEY A RE PART OF THE LUMBER SHIPEMEN T, SUBJECT TO APHIS INSPECTION AND ARE EXEMPT WPM RULE' + SE RVICE CONTRACT 757022",TO ORDER COMPAGNIE FORESTIERE DE KR,COMPAGNIE FORESTIERE DE KR,COMPAGNIE FORESTIERE DE KRIBI (C.F.,01/28/2015,31799,14454,Algeciras,"New York/Newark Area, Newark, New Jersey",MAERSK DAMIETTA,Spain,EX1 NO E 22402 DU 05/12/2014 BESC N O 94311 HS CODE 440729,BP 1616 DOUALA - CAMEROUN TEL: +237 33 43 07 11 1-7323036049 TEL EX 1-732303 60,BP 1616 DOUALA - CAMEROUN TEL: +237 33 43 07 11 237-33426022 TEL EX 237-3342 33, ,1,MSKU0659816,4EB0,7,BDL,13,CM,SAFM565016623, , ,1502,60886,LIBERIA, ,SAFM,SAFMARINE CONTAINER LINES (HEREINAFTER SAFMARINE),MADISON,NJ,07940-0880,GIRALDA FARMS #2 MADISON AVE PO BOX 880,"WILLIAM G. MOORE & SON,INC OF DELAW",PO BOX 6309 NJ 07728 FREEHOLD 1-7323036049 TEL EX 1-732303 60,DOUALA
OF SAWN TIMBER AZOBE (LOPHIR A ALATA) AD 195 PIECES OF SAWN TIMBER AZOBE (LOPHIR A ALATA) AD 200 PIECES OF SAWN TIMBER AZOBE (LOPHIR A ALATA) AD 195 PIECES OT 70463 FRET COLLECT,TO ORDER COMPAGNIE FORESTIERE DE KR,COMPAGNIE FORESTIERE DE KR,COMPAGNIE FORESTIERE DE KRIBI (C.F.,01/28/2015,110574,50261,Algeciras,"New York/Newark Area, Newark, New Jersey",MAERSK DAMIETTA,Spain,N/MN/MEX1 NO E 22280 DU 04/12/2014 BESC NO93604 HS CODE 440729,BP 1616 DOUALA- CAMEROUN TEL +237 237 233430711 1-7323036049 TEL EX 1-732303 60,BP 1616 DOUALA- CAMEROUN TEL +237 237 233430711 237-33426022 TEL EX 237-3342 33, ,3,MRKU0242250 MRKU1073638 UESU4115310,4CB0 4CB0 4CB0,24,BDL,45,CM,SAFM565427099, , ,1502,CM0080867L-CM00808 CM0080866 CM0080865,LIBERIA, ,SAFM,SAFMARINE CONTAINER LINES (HEREINAFTER SAFMARINE),MADISON,NJ,07940-0880,GIRALDA FARMS #2 MADISON AVE PO BOX 880,"WILLIAM G. MOORE &SON,INC OF DELAWA",PO BOX 6309 NJ 07728 FREEHOLD 1-7323036049 TEL EX 1-732303 60,DOUALA
"CT.14-453 FSC 100% 17 BU NDLES OF SAWNTIMBER AZOBE (L OPHIRA ALATA) FSC 100% AD 1 020 PIECES OT 70456 'SUP PLIER CERTIFIES THAT THE COVER BOARDS, SPACER STICKS AND BLO CKS ARE THE SAME SPECIES AS TH E LUMBER BEING SHIPPED. THEY A RE PART OF THE LUMBER SHIPEMEN T, SUBJECT TO APHIS INSPECTION AND ARE EXEMPT WPM RULE' + SE RVICE CONTRACT 757022",TO ORDER BOLLORE AFRICA LOGISTICS P,BOLLORE LOGISTICS USA INC,BOLLORE AFRICA LOGISTICS P/CCOMPAGN,01/28/2015,35289,16040,Algeciras,"New York/Newark Area, Newark, New Jersey",MAERSK DAMIETTA,Spain,MARKS: EX1 N E20659 BESC N 93216,KRIBI (C.F.K) SA. P O BOX 1616 DOUA TEL +237 33 43 07 11 - +237 DR14068242 1-7323036049 TEL EX 1-732303 60,KRIBI (C.F.K) SA. P O BOX 1616 DOUA TEL +237 33 43 07 11 - +237 DR14068242 237-33430711 TEL EX 237-3342 33, ,1,MSKU3460176,2CB0,17,BDL,14,CM,SAFM565014330, , ,1502,LCM011185,LIBERIA, ,SAFM,SAFMARINE CONTAINER LINES (HEREINAFTER SAFMARINE),MADISON,NJ,07940-0880,GIRALDA FARMS #2 MADISON AVE PO BOX 880,"WILLIAM G. MOORE & SON, INC. OF DEL",PO BOX 6309 NJ 07728 FREEHOLD 1-7323036049 TEL EX 1-732303 60,DOUALA
"OF SAWN TIMBER AZOBE (LOPHIR A ALATA) FSC 100% AD 108 PIE CES SVC NO 757 022 FR EIGHT COLLECT 'SUPPLIER CER TIFIES THAT THE COVER BOARDS, SPACER STICKS AND BLOCKS ARE T HE SAME SPECIES AS THE LUMBER BEING SHIPPED. THEY ARE PART O F THE LUMBER SHIPEMENT, SUBJEC T TO APHIS INSPECTION AND ARE EXEMPT WPM RULE' + SERVICE CON TRACT 757022",TO ORDER COMPAGNIE FORESTIERE DE KR,COMPAGNIE FORESTIERE DE KR,COMPAGNIE FORESTIERE DE KRIBI (C.F.,01/28/2015,31576,14353,Algeciras,"New York/Newark Area, Newark, New Jersey",MAERSK DAMIETTA,Spain,EX1: E22408 DU 05/11/2014 BESC NO 94312 HS CODE NO 440729 OT 7048 7,BP 1616 DOUALA-CAMEROUN 1-7323036049 TEL EX 1-732303 60,BP 1616 DOUALA-CAMEROUN 237-33426022 TEL EX 237-3342 33, ,1,MSKU1526910,4EB0,6,BDL,13,CM,SAFM565337764, , ,1502,60885CM0060886,LIBERIA, ,SAFM,SAFMARINE CONTAINER LINES (HEREINAFTER SAFMARINE),MADISON,NJ,07940-0880,GIRALDA FARMS #2 MADISON AVE PO BOX 880,"WILLIAM G. MOORE & SON,INC OF DELAW",PO BOX 6309 NJ 07728 FREEHOLD 1-7323036049 TEL EX 1-732303 60,DOUALA
"CT FSC 14-453 100% 17 BUND LE OF SAWN TIMBER AZOBE (LOP HIRA ALATA ) FSC 100% AD 102 0 PIECES 'SUPPLIER CERTIFI ES THAT THE COVER BOARDS, SPAC ER STICKS AND BLOCKS ARE THE S AME SPECIES AS THE LUMBER BEIN G SHIPPED. THEY ARE PART OF TH E LUMBER SHIPEMENT, SUBJECT TO APHIS INSPECTION AND ARE EXEM PT WPM RULE' + SERVICE CONTRAC T 757022 SVC NO 757022 O T 70484 FREIGHT COLLECT",TO ORDER COMPAGNIE FORESTIERE DE KR,COMPAGNIE FORESTIERE DE KR,COMPAGNIE FORESTIERE DE KRIBI (C.F.,01/28/2015,35289,16040,Algeciras,"New York/Newark Area, Newark, New Jersey",MAERSK DAMIETTA,Spain,N/M,BP 1616 DOUALA-CAMEROUN TEL +237 33 43 07 11 1-7323036049 TEL EX 1-732303 60,BP 1616 DOUALA-CAMEROUN TEL +237 33 43 07 11 237-33426022 TEL EX 237-3342 33, ,1,MRKU7854448,2CB0,17,BDL,14,CM,SAFM565337392, , ,1502,80863CM0080864,LIBERIA, ,SAFM,SAFMARINE CONTAINER LINES (HEREINAFTER SAFMARINE),MADISON,NJ,07940-0880,GIRALDA FARMS #2 MADISON AVE PO BOX 880,"WILLIAM G. MOORE &SON,INC OF DELAWA",PO BOX 6309 NJ 07728 FREEHOLD 1-7323036049 TEL EX 1-732303 60,DOUALA
"OF SAWN AZOBE (LOPHIRA ALATA ) AD FSC 100% 1020 PIECES S VC: 757022 OT 70473 CT FSC 1 4-453-100% 'SUPPLIER CERTIF IES THAT THE COVER BOARDS, SPA CER STICKS AND BLOCKS ARE THE SAME SPECIES AS THE LUMBER BEI NG SHIPPED. THEY ARE PART OF T HE LUMBER SHIPEMENT, SUBJECT T O APHIS INSPECTION AND ARE EXE MPT WPM RULE' + SERVICE CONTRA CT 757022",TO ORDER BOLLORE AFRICA LOGISTICS P,BOLLORE LOGISTICS USA INC,BOLLORE AFRICA LOGISTICS P/C C F K,01/22/2015,35289,16040,Algeciras,"New York/Newark Area, Newark, New Jersey",MAERSK DANANG,Spain,EX1 N E21331 BECS N 93988 HS COD E 440729,BP 1616-DOUALA - CAMEROUN TEL: +237 33 43 07 11 +237 795383 1-7323036049 TEL EX 1-732303 60,BP 1616-DOUALA - CAMEROUN TEL: +237 33 43 07 11 +237 795383 237-33430711 TEL EX 237-3342 33, ,1,MRKU8691704,2CB0,17,BDL,14,CM,SAFM565163749, , ,1502,CM0088962,LIBERIA, ,SAFM,SAFMARINE CONTAINER LINES (HEREINAFTER SAFMARINE),MADISON,NJ,07940-0880,GIRALDA FARMS #2 MADISON AVE PO BOX 880,"WILLIAM G. MOORE &SON,INC OF DELAWA",PO BOX 6309 NJ 07728 FREEHOLD 1-7323036049 TEL EX 1-732303 60,DOUALA
"OF SAWN AZOBE (LOPHIRA ALATA ) AD FSC 100% 1020 CT: FSC 14-453-100% OT 70470 SVC : 757022 'SUPPLIER CERTIFIES THAT THE COVER BOARDS, SPACER STICKS AND BLOCKS ARE THE SAME SPECIES AS THE LUMBER BEING S HIPPED. THEY ARE PART OF THE L UMBER SHIPEMENT, SUBJECT TO AP HIS INSPECTION AND ARE EXEMPT WPM RULE' + SERVICE CONTRACT 7 57022",TO ORDER BOLLORE AFRICA LOGISTICS P,BOLLORE LOGISTICS USA INC,BOLLORE AFRICA LOGISTICS P/C C F K,01/22/2015,35289,16040,Algeciras,"New York/Newark Area, Newark, New Jersey",MAERSK DANANG,Spain,EX1 E 21332 DU 24/11/2014,BP 1616-DOUALA - CAMEROUN TEL: +237 33 43 07 11 +237 795383 1-7323036049 TEL EX 1-732303 60,BP 1616-DOUALA - CAMEROUN TEL: +237 33 43 07 11 +237 795383 237-33430711 TEL EX 237-3342 33, ,1,MRKU9860835,2CB0,17,BDL,14,CM,SAFM565147971, , ,1502,CM0088954LCM008895,LIBERIA, ,SAFM,SAFMARINE CONTAINER LINES (HEREINAFTER SAFMARINE),MADISON,NJ,07940-0880,GIRALDA FARMS #2 MADISON AVE PO BOX 880,"WILLIAM G. MOORE & SOON, OF DELAWAR",PO BOX 6309 NJ 07728 FREEHOLD 1-7323036049 TEL EX 1-732303 60,DOUALA
"OF SAWN AZOBE (LOPHIRA ALATA ) AD FSC 100% 802 PIECES 0T 70427 EX1 NO19865 BES C NO92570 HS CODE 440729 'SUPPLIER CERTIFIES THAT THE C OVER BOARDS, SPACER STICKS AND BLOCKS ARE THE SAME SPECIES A S THE LUMBER BEING SHIPPED. TH EY ARE PART OF THE LUMBER SHIP EMENT, SUBJECT TO APHIS INSPEC TION AND ARE EXEMPT WPM RULE' + SERVICE CONTRACT 757022",TO ORDER BOLLORE AFRICA LOGISTICS P,BOLLORE LOGISTICS USA INC,BOLLORE AFRICA LOGISTICS P/C C F,01/05/2015,42535,19334,Algeciras,"New York/Newark Area, Newark, New Jersey",MAERSK DETROIT,Spain,N/M,BP 1616-DOUALA - CAMEROUN TEL: +237 33 43 07 11 +237 795383 DR.14068181 1-7323036049 TEL EX 1-732303 60,BP 1616-DOUALA - CAMEROUN TEL: +237 33 43 07 11 +237 795383 DR.14068181 237-33430711 TEL EX 237-3342 33, ,1,MSKU9596128,4EB0,15,BDL,17,CM,SAFM565392752, , ,1502,CM0056938,UNITED STATES, ,SAFM,SAFMARINE CONTAINER LINES (HEREINAFTER SAFMARINE),MADISON,NJ,07940-0880,GIRALDA FARMS #2 MADISON AVE PO BOX 880,WILLIAM G. MOORE & SOON,PO BOX 6309 NJ 07728 FREEHOLD 1-7323036049 TEL EX 1-732303 60,DOUALA
FILE: 70307 CONTRAT:FSC14-17 1-100% SAWN TIMBER 250 PIE CES SOIT 10 BCOLIS BOIS DEBI TES AZOBE (LOPHIRA ALATA ) BESC : 88094 DECL. NO E 131 68 DU 29/07/2014 HS CODE : 4 407293808 FREIGHT PAYABLE AT DESTINATION,TO ORDER GETMA CAMEROUN/DOUALA,TO ORDER GETMA CAMEROUN/DOUALA,GETMA CAMEROUN/DOUALA,11/26/2014,39019,17736,Algeciras,"New York/Newark Area, Newark, New Jersey",MAERSK IDAHO,Spain,N/M,FOR CFK SA P.O BOX 1616 DOUALA CAMEROUN 1-7323036049 TEL EX 1-732303 60,FOR CFK SA P.O BOX 1616 DOUALA CAMEROUN 237-33420792 TEL EX 237-3342 06, ,1,MRKU6824454,2CB0,10,BDL,16,CM,SAFM564061983, , ,1410,CM0105737,UNITED STATES, ,SAFM,SAFMARINE CONTAINER LINES (HEREINAFTER SAFMARINE),MADISON,NJ,07940-0880,GIRALDA FARMS #2 MADISON AVE PO BOX 880,"WILLIAM G. MOORE & SON, INC. OF DEL",PO BOX 6309 NJ 07728 FREEHOLD 1-7323036049 TEL EX 1-732303 60,DOUALA
FILE: 70297 FSC 100% CONTRA T:FSCI14-170-100% SAWN TIMBE R 1400 PIECES SOIT 28 COLI S BOIS DEBITES AZOBE (LOPHIR A ALATA) BESC : 87390 DECL . N' E 13119 DU 25/07/2014 H S CODE: 4407293808,TO ORDER GETMA CAMEROUN/DOULA, ,GETMA CAMEROUN/DOULA,11/11/2014,34359,15618,Algeciras,"New York/Newark Area, Newark, New Jersey",MAERSK DENVER,Spain,N/M,FOR CFK SA P.O BIX 1616 DOULA CAMEROUN 1-7323036049 TEL EX 1-732303 60,FOR CFK SA P.O BIX 1616 DOULA CAMEROUN 237-33420792 TEL EX 237-3342 06, ,1,MSKU7985141,2CB0,14,BDL,14,CM,SAFM564920921, , ,1412,CM0060016,UNITED STATES, ,SAFM,SAFMARINE CONTAINER LINES (HEREINAFTER SAFMARINE),MADISON,NJ,07940-0880,GIRALDA FARMS #2 MADISON AVE PO BOX 880,"WILLIAM G. MOORE & SON, INC. OF D",PO BOX 6309 NJ 07728 FREEHOLD 1-7323036049 TEL EX 1-732303 60,DOUALA
