PRODUCT DESCRIPTION,IMPORTER,IMPORTER ENTITY,SHIPPER,ARRIVAL DATE,GROSS WEIGHT (LB),GROSS WEIGHT (KG),FOREIGN PORT,US PORT,VESSEL NAME,COUNTRY OF ORIGIN,MARKS &AMP; NUMBERS,CONSIGNEE ADDRESS,SHIPPER ADDRESS,ZIP CODE,NO. OF CONTAINERS,CONTAINER NUMBER,CONTAINER TYPE,QUANTITY,QUANTITY UNIT,MEASUREMENT,MEASUREMENT UNIT,BILL OF LADING,HOUSE VS MASTER,MASTER B/L,VOYAGE NUMBER,SEAL,SHIP REGISTERED IN,IN-BOND ENTRY TYPE,CARRIER CODE,CARRIER NAME,CARRIER CITY,CARRIER STATE,CARRIER ZIP,CARRIER ADDRESS,NOTIFY PARTY,NOTIFY ADDRESS,PLACE OF RECEIPT,YEAR,SHIPPER_CLEANED,alan,alder,ash,azobe,balau,balsam,baromalli,beech,birch,bulletwood,burada,cabeza de mono,cara euc,cara pino,cedar,cherry,conifer,cowwood,crabwood,cuiabano pine,curupau,dakama,darina,douglas fir,drm red,dukali,ekki,elliotii pine,elliotis,elliotis pine,elliottis,eperua falcata,eucalyptus cloezina,european beech,fir,garlicwood,greenheart,guizotia abyssinica,helianthus annuus,hemlock,hickory,ipe,kabukalli,kakaralli,lauan,limonaballi,locust,maple,meraniti,meranti,mora,oak,okoume,parana,parana pine,paric,parica,pine,plantagoo vata,poplar,purpleheart,radiata,radiata pine,radim,red balau,red oak,rubber wood,safflower,sandura,sapgum,seraya,shibadan,shorea spp,soft maple,southern pine,southern yellow,spruce,sunflower,tada,tada pine,taeda,taeda pine,tatabu,tauroniro,teak,tonka bean,uruguayan pine,virola,wallaba,walnut,wamara,wamaradan,washiba,white oak,wrc,yarula,yellow poplar,imports_wood,SHIPPER_COUNTRY
"COCONUT OIL IN DRUMS 1 X 20' DRY CONTAINER VAN CONTAINING 18.30 MT OF CERTIFIED ORGANIC RBD COCONUT OIL, NOP CERTIFIED, PH-BIO-154 PACKED IN CORRUGATED IBC WITH HEATING ELEMENT (110V), AS PER SPECIFICATIONS OF SC GLOBAL COCO PRODUCTS, INC. . NET WEIGHT 18.30 MT THE SAME THE SAME THE SAME",BRIDGEWELL RESOURCES LLC,BRIDGEWELL RESOURCES LLC,"SC GLOBAL COCO PRODUCTS, INC.",2015-07-08 00:00:00,42372,19260,Kaohsiung,"Los Angeles, California",EVER SALUTE,China Taiwan,"ORGANIC RBD COCONUT OIL ORGANIC RBD COCONUT OIL LOT NO. 068 150605 008 MFG. DATE 05/JUNE/2015 NET WEIGHT 915 KG. INGREDIENTS ORGANIC COCONUT OIL STORAGE CONDITIONSCOOL ( 70 F / 21 C) DO NOT EXPOSE TO OXYGEN, HEAT, LIGHT AND MOISTURE MANUFACTURED IN PHILIPPINES","10200 SW GREENBURG RD., STE 500 TIG ARD, OR 97223 USA TRL 503-872-3566 LOCAL 800-570-3566 TOLL FREE","NATIONAL HIGHWAY, BRGY. CARIDAD, BAYBAY CITY, LEYTE PHILIPPINES 6521",97223,1,EITU0141846,22G1,20,PKG,25,X,EGLV061500017265, , ,0776E,EMCAZQ5654,PANAMA, ,EGLV,EVERGREEN LINE,TAOYUAN HSIEN 338, , ,NO 163 SEC 1 HSIN-NAN ROAD LUCHU HSIAN,BRIDGEWELL RESOURCES FOOD & AG,"PRODUCTS DIVISION 12420 SE CARPENTER DR CLACKAMAS, OR LOCAL 800-570-3566 TOLL FREE",CEBU,2015,"SC GLOBAL COCO PRODUCTS, INC.",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Philippines
EDGE GLUED PANELS PATTERN,BRIDGEWELL RESOURCES LLC,BRIDGEWELL RESOURCES LLC,ROSINA PORTAS LTDA,2014-10-28 00:00:00,43560,19800,Itajay,"Houston, Texas",CHACABUCO,Brazil,ROSINA PO 00720934 OAKLAND,10200 SW GREENBURG RD TIGARD OR 97223 US,RODOVIA MUNICIPAL RCD 418 400 RIO DOS CEDROS SC 89121000 BR,97223,1,TGHU8566239,45G0,16800,PCS,46,X,FTNVIJS000005137,H,HLCUSS2140915718,1435N,516794,LIBERIA, ,FTNV,FEDEX TRADE NETWORKS TRANSPORT & BROKERAGE INC,BUFFALO,NY,14207,128 DEARBORN STREET,-NOT AVAILABLE-, ,BR,2014,ROSINA PORTAS LTDA,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Brazil
PCS WASHIBA & GREENHEART LUMBER (INV# 318),EVERGREEN FOREST PRODUCTS INC,EVERGREEN FOREST PRODUCTS INC,NAZIR TROPICAL TIMBERS,2018-11-20 00:00:00,50794,23088,Port Bustamante,"New York, New York",AS ANGELINA,Jamaica,NO MARKS NO MARKS,578 SOUND AVE PO BOX 922 WADING RIVER NY 11792 USA,"172 SECTION C BLOCK Y GROVE EAST BANK DEMERARA, GUYANA GUY",11792,1,SMLU7912110, ,191,PCS,0, ,SMLU5454936A, , ,41,471157 G2188741,PORTUGAL, ,SMLU,SEABOARD MARINE LTD,MIAMI,FL,33166,8001 NW 79TH AVE,BRAUNER INTERNATIONAL CORP,66 YORK ST FL 2 JERSEY CITY NJ 07302-3839 USA,GEORGETOWN,2018,NAZIR TROPICAL TIMBERS,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,Guyana
PCS PURPLEHEART DECKING AND WASHIBA R S LUMBER PCS GREENHEART R .S LUMBER AND SQUARES,EVERGREEN FOREST PRODUCTS INC,EVERGREEN FOREST PRODUCTS INC,NAZIR TROPICAL TIMBERS,2017-05-30 00:00:00,103681,47128,Haina,"New York, New York",HERMANN HESSE,Dominican Republic,NO MARKS NO MARKS NO MARKS NO MARKS,578 SOUND AVE PO BOX 922 WADING RIVER NY 11792 USA,"172 SECTION C BLOCK Y GROVE EAST BANK DEMERARA, GUYANA GUY",11792,2,TGHU9262483 CXDU1878959, ,1636,PCS,0, ,SMLU4856895A, , ,47,399701 G2188311 G2188316 3997702,LIBERIA, ,SMLU,SEABOARD MARINE LTD,MIAMI,FL,33166,8001 NW 79TH AVE,BRAUNER INTERNATIONAL CORP,66 YORK ST FL 2 JERSEY CITY NJ 07302-3839 USA,GEORGETOWN,2017,NAZIR TROPICAL TIMBERS,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,Guyana
ROUGH SAWN GREENHEART LUMBER,"WILLIAM G MOORE & SON, INC OF DELAW", ,VARIETY WOODS & GREENHEART LIMITED,2009-11-15 00:00:00,6615,3000,Demerara,"Philadelphia, Pennsylvania",CAPRI,Guyana,PURCHASE ORDER # 7635 WGM/7635/P.O.G. WAXED ENDS,"218 SCHANCK ROAD PO BOX 6309 FREEHOLD, NJ 07728","99 LALUNI STREET QUEENSTOWN GEORGETOWN, GUYANA",7728,1,NC, ,60,PCS,0, ,SOAIGEOGLO713005, , ,713, ,ANTIGUA AND BARBUDA,00 - Consumption Category,SOAI,SOREIDOM,LE ROBERT, ,97231,Z1 ROBERT,"WILLIAM G MOORE & SON, INC OF DELAW", ,GEORGETOWN,2009,VARIETY WOODS GREENHEART LTD,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Guyana
22 PACKAGES WITH URUGUAYAN PINE K/D BLANKS S2S PCS 4308 MBF 21.343 CBM 50.260 ORDER NR 732084 WOOD PACKING MATERIALS BEING USED ARE FREE OF BARK & APPARENTLY FREE FROMLIVE PLANT PEST,BRIDGEWELL RESOURCES, ,DANK S.A.,2015-04-14 00:00:00,56430,25650,Cristobal,"Oakland, California",CAP SPENCER,Panama,NO MARKS NO MARKS NO MARKS NO MARKS NO MARKS,"10200 SW GREENBURG RD., STE. 500, T TIGARD OR 97223 UNITED STATES",JUAN PAULLIER 1671 MONTEVIDEO 11200 URUGUAY,97223,1,MSCU7774427,4510,22,PKG,50,X,MSCUUU414936, , ,509S,EU0004226706,LIBERIA, ,MSCU,MSC-MEDITERRANEAN SHIPPING COMPANY S A,GENEVA, ,CH 1206,40 AVENUE EUGENE PITTARD,RICHARD MURRAY & CO INC,N CONCEPTION ST # 102 MOBILE AL 36602 UNITED STATES,MONTEVIDEO,2015,DANK S.A.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,Uruguay
"2ND NOTIFY RICHARD MURRAY & CO. INC. 109N CONCEPTION STREET #102 MOBILE,AL36602 INGE WENTWORTH P 2514325549 EXT.19 F 2514322810 INGERICHARD-MURRAY.COM 19 PALLET (S) WITH URUGUAYAN PINE K/D BLANKS S2S CBM 46.600 MBF 19.765 PCS 7296 ORDER NR. 724173 NET WEIGHT 22065 KGS WOOD PACKING MATERIALS BEING USED ARE FREE O F BARK & APPARENTLY FREE FROMLIVE PLANT PEST",BRIDGEWELL RESOURCES, ,DANK S.A.,2015-02-16 00:00:00,49170,22350,Balboa,"Oakland, California",MSC ELENI,Panama,NO MARKS NO MARKS NO MARKS NO MARKS NO MARKS NO MARKS NO MARKS NO MARKS,"10200 SW GREENBURG RD., STE. 500, T TIGARD OR 97223 UNITED STATES",JUAN PAULLIER 1671 MONTEVIDEO 11200 URUGUAY,97223,1,MSCU7854137,4510,19,PKG,46,X,MSCUUU401529, , ,449S,EU0004223641,PANAMA, ,MSCU,MSC-MEDITERRANEAN SHIPPING COMPANY S A,GENEVA, ,CH 1206,40 AVENUE EUGENE PITTARD,BRIDGEWELL RESOURCES,"10200 SW GREENBURG RD., STE. 500, T TIGARD OR 97223 UNITED STATES",MONTEVIDEO,2015,DANK S.A.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,Uruguay
21 PALLET (S) WITH URUGUAYAN PINE BLANKS KD CBM 50.90 MBF 21.555 FREIGHT PREPAID ORDER NR. 604165 NET WEIGHT 24115 KGS WOOD PACKING MATERIALS BEING USED ARE FREE OF BARK & APPARENTLY FREE FROMLIVE PLANT PEST,BRIDGEWELL RESOURCES, ,DANK S.A.,2010-11-04 00:00:00,53746,24430,Montevideo,"Charleston, South Carolina",MSC TAMARA,Uruguay,NO MARKS SAME SAME SAME SAME,PO BOX 23711 PORTLAND OR 97256 UNITED STATES,JUAN PAULLIER 1671 MONTEVIDEO 11200 URUGUAY,23711,1,MEDU8424939,4510,21,PKG,50,CM,MSCUU1308040, , ,1036R,7422575,PANAMA,00 - Consumption Category,MSCU,MSC-MEDITERRANEAN SHIPPING COMPANY S A,GENEVA, ,CH 1206,40 AVENUE EUGENE PITTARD,BRIDGEWELL RESOURCES, ,MONTEVIDEO,2010,DANK S.A.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,Uruguay
PCS 25' GREENHEART PILES (INV 221) PCS STC 30 PCS 39' AND 9 PCS 25' G HEART PILES (INV# 223),EVERGREEN FOREST PRODUCTS INC,EVERGREEN FOREST PRODUCTS INC,NAZIR TROPICAL TIMBERS,2018-01-10 00:00:00,61053,27751,Haina,"New York, New York",AS ANGELINA,Dominican Republic,NO MARKS NO MARKS NO MARKS NO MARKS,578 SOUND AVE PO BOX 922 WADING RIVER NY 11792 USA,"172 SECTION C BLOCK Y GROVE EAST BANK DEMERARA, GUYANA GUY",11792,2,SMLU7855129 SMLU7873539, ,89,PCS,0, ,SMLU5089516A, , ,26,428530 G2189384 428458 G2189381,LIBERIA, ,SMLU,SEABOARD MARINE LTD,MIAMI,FL,33166,8001 NW 79TH AVE,BRAUNER INTERNATIONAL CORP,66 YORK ST FL 2 JERSEY CITY NJ 07302-3839 USA,GEORGETOWN,2018,NAZIR TROPICAL TIMBERS,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Guyana
"ROUND GREENHEART PILES STC:24 PIECES- 37'- 39'LENGTHS ROUND GREENHEART PILES ------------------------------- 13 - 15 BUTT DIAMETERS 930 LINEAL FEET -------------------------------, WHITE & BLUE ENDS - PO# 16172 D&D #4897 -------------------------------",WOODS DIRECT INTERNATIONAL LLC,WOODS DIRECT INTERNATIONAL LLC,WOODS DIRECT INC,2016-12-21 00:00:00,64724,29420,Demerara,"Port Everglades, Florida",WEISSHORN,Guyana,CONTAINER# GESU 6911842 SEAL# CTA378409 DITTO DITTO DITTO DITTO DITTO DITTO DITTO,"16877 EAST COLONIAL DR#305 ORLANDO,FL 32820 USA TEL# 407 982 3328","48 COVENT GARDEN EAST BANK DEMERARA,GUYANA TEL# 592 261 0009",32820,1,GESU6911842,4510,24,PCS,19,M,CWLQGEDN6M000394, , ,I6048,R10267443,ANTIGUA AND BARBUDA, ,CWLQ,CROWLEY CARIBBEAN SERVICES LLC,JACKSONVILLE,FL,32203,PO BOX 2110,WOODS DIRECT INTERNATIONAL LLC,"16877 EAST COLONIAL DR#305 ORLANDO,FL 32820 USA TEL# 407 982 3328","GEORGETOWN, GY",2016,WOODS DIRECT INC,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Guyana
PCS GREENHEART SQUARES (INV# 243),EVERGREEN FOREST PRODUCTS INC,EVERGREEN FOREST PRODUCTS INC,NAZIR TROPICAL TIMBERS,2018-04-17 00:00:00,53439,24290,Haina,"New York, New York",GLUECKSBURG,Dominican Republic,NO MARKS NO MARKS,578 SOUND AVE PO BOX 922 WADING RIVER NY 11792 USA,"172 SECTION C BLOCK Y GROVE EAST BANK DEMERARA, GUYANA GUY",11792,1,SMLU7859016, ,51,PCS,0, ,SMLU5208081A, , ,88,446734 G2189724,MALTA, ,SMLU,SEABOARD MARINE LTD,MIAMI,FL,33166,8001 NW 79TH AVE,BRAUNER INTERNATIONAL CORP,66 YORK ST FL 2 JERSEY CITY NJ 07302-3839 USA,GEORGETOWN,2018,NAZIR TROPICAL TIMBERS,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Guyana
PCS ROUGH SAWN WASHIBA LUMBER (INV# 397) PCS STB. 40 PCS R SAWN GREENHEART 241 PCS R SAWN WASHIBA LUMBER (INV# 398),EVERGREEN FOREST PRODUCTS INC,EVERGREEN FOREST PRODUCTS INC,NAZIR TROPICAL TIMBERS,2019-07-09 00:00:00,102889,46768,Port Bustamante,"New York, New York",AS ANGELINA,Jamaica,NO MARKS NO MARKS NO MARKS NO MARKS NO MARKS NO MARKS,578 SOUND AVE PO BOX 922 WADING RIVER NY 11792 USA,"172 SECTION C BLOCK Y GROVE EAST BANK DEMERARA, GUYANA GUY",11792,2,SMLU7886161 SMLU7942440, ,774,PCS,0, ,SMLU5700477A, , ,52,503575 G2402239 503576 G2402240,PORTUGAL, ,SMLU,SEABOARD MARINE LTD,MIAMI,FL,33166,8001 NW 79TH AVE,BRAUNER INTERNATIONAL CORP,66 YORK ST FL 2 JERSEY CITY NJ 07302-3839 USA,GEORGETOWN,2019,NAZIR TROPICAL TIMBERS,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,Guyana
"PCS GREENHEART PILES 1,190LFT",EVERGREEN FOREST PRODUCTS INC,EVERGREEN FOREST PRODUCTS INC,GREEN LINE PRODUCTS ENTERPRISE INC.,2023-04-25 00:00:00,40919,18600,Port Bustamante,"New York, New York",AS PAULINE,Jamaica,NO MARKS NO MARKS,578 SOUND AVE PO BOX 922 WADING RIVER NY 11792 USA,"TRACT GPE, HAURARUNI, SOESDYKE, LINDEN HIGHWAY GUY",11792,1,GESU4250229,4510,48,PCS,0, ,SMLU7579128A, , ,43,006896 G3113070,LIBERIA, ,SMLU,SEABOARD MARINE LTD,MIAMI,FL,33166,8001 NW 79TH AVE,EVERGREEN FOREST PRODUCTS INC,578 SOUND AVE PO BOX 922 WADING RIVER NY 11792 USA,GEORGETOWN,2023,GREEN LINE PRODUCTS ENTERPRISE INC.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Guyana
PCS 25FT GREENHEART PILES (INV# 216) CONTAINER CHECKED BY JAMAICAN CUSROMS HENCE SEAL CHANGES,EVERGREEN FOREST PRODUCTS INC,EVERGREEN FOREST PRODUCTS INC,NAZIR TROPICAL TIMBERS,2017-12-26 00:00:00,42409,19277,Port Bustamante,"New York, New York",HERMANN HESSE,Jamaica,NO MARKS NO MARKS NO MARKS NO MARKS,578 SOUND AVE PO BOX 922 WADING RIVER NY 11792 USA,"172 SECTION C BLOCK Y GROVE EAST BANK DEMERARA, GUYANA GUY",11792,1,SMLU7856125, ,50,PCS,0, ,SMLU5060015A, , ,57,427012 G1928016,LIBERIA, ,SMLU,SEABOARD MARINE LTD,MIAMI,FL,33166,8001 NW 79TH AVE,BRAUNER INTERNATIONAL CORP,66 YORK ST FL 2 JERSEY CITY NJ 07302-3839 USA,GEORGETOWN,2017,NAZIR TROPICAL TIMBERS,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Guyana
GREENHEART PILES FREIGHT COLLECT ALL LOCAL CHARGES AT DESTINATION FOR CONSIGNEE-SACCOUNT SAID TO BE SAID TO WEIGH,EVERGREEN FOREST PRODUCTS INC.,EVERGREEN FOREST PRODUCTS INC,DURABLE WOOD PRODUCTS ENT.,2012-06-10 00:00:00,40807,18549,Port Bustamante,"New York/Newark Area, Newark, New Jersey",ZIM PANAMA,Jamaica,EFP,578 SOUND AVENUE P.O. BOX 922 WADIN G RIVER NEW YORK 11792 USA,81 STONE AVENUE SECTION M CAMPBELLV ILLE GEORGETOWN GUYANA,11792,1,TCNU8604569,4500,37,PCS,13,CF,ZIMUGTG04997, , ,42W,ZZC29975K/,UNITED KINGDOM,00 - Consumption Category,ZIMU,ZIM ISRAEL NAVIGATION CO LTD,HAIFA, , , ,SAME AS CONSIGNEE, ,GEORGETOWN,2012,DURABLE WOOD PRODUCTS ENT.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Guyana
FREIGHT COLLECT GREENHEART PILES GREENHEART PILES,EVERGREEN FOREST PRODUCTS INC,EVERGREEN FOREST PRODUCTS INC,SOUTHERN TIMBER EXPORTS,2024-01-20 00:00:00,121572,55260,Port Bustamante,"New York, New York",CMA CGM SURABAYA,Jamaica,NO MARKS NO MARKS,578 SOUND AVENUE WADING RIVER UNITED STATES,LOT 53 KERSAINT PARK LA BONNE INTENTION EAST COAST TE DEMERARA, ,2,ECMU8145040 TCKU9971440,9500 9500,36,PCS,0,CM,CMDUCUY0111851, , ,0UAGF,K5234113 K5234116,MALTA, ,CMDU,COMPAGNIE MARITIME D-AFFRETEMENT,NORFOLK,VA,23502,5701 LAKE WRIGHT DR,EVERGREEN FOREST PRODUCTS INC,578 SOUND AVENUE WADING RIVER UNITED STATES,"GEORGETOWN, GY",2024,SOUTHERN TIMBER EXPORTS,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Guyana
URUGUAYAN PINE K/D BLANKS S2S,BRIDGEWELL RESOURCES, ,DANK S.A.,2013-09-09 00:00:00,52910,24050,Montevideo,"Houston, Texas",MONTEVIDEO EXPRESS,Uruguay,PCS 4009,"10200 SW GREENBURG RD STE 500 TIGARD, OR 97223 US","JUAN PAULILIER 1671 MONTEVIDEO, UY", ,1,TCNU9041520, ,14,PKG,50,CM,SHKK858000098240,H,HLCUMVD130800130,1328N,0163213 HL0163213,LIBERIA, ,SHKK,SCHENKEROCEAN LIMITED,WANCHAI, , ,38 FL CHINA RESOURCES BLDG 26 HARBOUR RD, , ,"MONTEVIDEO, URUGU",2013,DANK S.A.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,Uruguay
RED OAK KD ROUGH LUMBER,XIAMEN JIXINSHENG SUPPLY CHAIN MANA,XIAMEN JIXINSHENG SUPPLY CHAIN,BRIDGEWELL RESOURCES LLC,2014-11-14 00:00:00,43791,19905,"Prince Rupert, BC","Seattle, Washington",COSCO SHANGHAI,Canada,NO MARKS,UNIT 05 10TH FLOOR BUILDING D XIAME XIAMEN FJ 361000 CHINA,SUITE 500 10200 SW GREENBURG ROAD TIGARD OR 97223 UNITED STATES,36100,1,FSCU8785706,4510,15,BDL,27,CM,COSU8009688430, , ,0099E,B7406153 NO SEAL,UNITED KINGDOM, ,COSU,CHINA OCEAN SHIPPING COMPANY,SECAUCUS,NJ,7094,100 LIGHTING WAY,XIAMEN JIXINSHENG SUPPLY CHAIN MANA,UNIT 05 10TH FLOOR BUILDING D XIAME XIAMEN FJ 361000 CHINA,MEMPHIS,2014,BRIDGEWELL RESOURCES LLC,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,United States
