PRODUCT DESCRIPTION,IMPORTER,IMPORTER ENTITY,SHIPPER,ARRIVAL DATE,GROSS WEIGHT (LB),GROSS WEIGHT (KG),FOREIGN PORT,US PORT,VESSEL NAME,COUNTRY OF ORIGIN,MARKS &AMP; NUMBERS,CONSIGNEE ADDRESS,SHIPPER ADDRESS,ZIP CODE,NO. OF CONTAINERS,CONTAINER NUMBER,CONTAINER TYPE,QUANTITY,QUANTITY UNIT,MEASUREMENT,MEASUREMENT UNIT,BILL OF LADING,HOUSE VS MASTER,MASTER B/L,VOYAGE NUMBER,SEAL,SHIP REGISTERED IN,IN-BOND ENTRY TYPE,CARRIER CODE,CARRIER NAME,CARRIER CITY,CARRIER STATE,CARRIER ZIP,CARRIER ADDRESS,NOTIFY PARTY,NOTIFY ADDRESS,PLACE OF RECEIPT
PCS YARULA LOGS (INV#224),EVERGREEN FOREST PRODUCTS INC,EVERGREEN FOREST PRODUCTS INC,MALLALI AMERINDIAN VILLAGE COUNCIL,01/17/2018,32032,14560,Port Bustamante,"New York, New York",HERMANN HESSE,Jamaica,NO MARKS,578 SOUND AVE PO BOX 922 WADING RIVER NY 11792 USA,"MALLALI, UPPER DEMERARA RIVER GUYANA GUY",11792,1,SMLU7859952, ,15,PCS,0, ,SMLU5102012A, , ,58,430486 G2188719,LIBERIA, ,SMLU,SEABOARD MARINE LTD,MIAMI,FL,33166,8001 NW 79TH AVE,BRAUNER INTERNATIONAL CORP,66 YORK ST FL 2 JERSEY CITY NJ 07302-3839 USA,GEORGETOWN
PCS ROUGH SAWN WASHIBA LUMBER (INV# 227) CONTANER CHECKED BY JAMAICAN CUSTOMS HENCE SEAL CHANGES,EVERGREEN FOREST PRODUCTS INC,EVERGREEN FOREST PRODUCTS INC,NAZIR TROPICAL TIMBERS,01/17/2018,54695,24861,Port Bustamante,"New York, New York",HERMANN HESSE,Jamaica,NO MARKS NO MARKS NO MARKS NO MARKS,578 SOUND AVE PO BOX 922 WADING RIVER NY 11792 USA,"172 SECTION C BLOCK Y GROVE EAST BANK DEMERARA, GUYANA GUY",11792,1,FCIU8797544, ,502,PCS,0, ,SMLU5098448A, , ,58,166224 G1928474,LIBERIA, ,SMLU,SEABOARD MARINE LTD,MIAMI,FL,33166,8001 NW 79TH AVE,BRAUNER INTERNATIONAL CORP,66 YORK ST FL 2 JERSEY CITY NJ 07302-3839 USA,GEORGETOWN
PCS ROUGH SAWN RED CEDAR PCS 30FT GREENHEART PILES (INV# 228),EVERGREEN FOREST PRODUCTS INC,EVERGREEN FOREST PRODUCTS INC,NAZIR TROPICAL TIMBERS,01/17/2018,74735,33970,Haina,"New York, New York",HERMANN HESSE,Dominican Republic,NO MARKS NO MARKS NO MARKS,578 SOUND AVE PO BOX 922 WADING RIVER NY 11792 USA,"172 SECTION C BLOCK Y GROVE EAST BANK DEMERARA, GUYANA GUY",11792,2,SMLU7949110 SMLU7844166, ,450,PCS,0, ,SMLU5110740A, , ,58,430934 G2189464 430933 G2189465,LIBERIA, ,SMLU,SEABOARD MARINE LTD,MIAMI,FL,33166,8001 NW 79TH AVE,BRAUNER INTERNATIONAL CORP,66 YORK ST FL 2 JERSEY CITY NJ 07302-3839 USA,GEORGETOWN
PCS ROUGH SAWN WASHIBA AND RED CEDAR LUMBER PCS ROUGH SAWN WASHIBA LUMBER,EVERGREEN FOREST PRODUCTS INC,EVERGREEN FOREST PRODUCTS INC,NAZIR TROPICAL TIMBERS,01/10/2018,99691,45314,Haina,"New York, New York",AS ANGELINA,Dominican Republic,NO MARKS NO MARKS NO MARKS,578 SOUND AVE PO BOX 922 WADING RIVER NY 11792 USA,"172 SECTION C BLOCK Y GROVE EAST BANK DEMERARA, GUYANA GUY",11792,2,BMOU4499918 BHCU4919191, ,1113,PCS,0, ,SMLU5078525A, , ,26,G2389355 V054360 428135 G2189341,LIBERIA, ,SMLU,SEABOARD MARINE LTD,MIAMI,FL,33166,8001 NW 79TH AVE,BRAUNER INTERNATIONAL CORP,66 YORK ST FL 2 JERSEY CITY NJ 07302-3839 USA,GEORGETOWN
PCS 25' GREENHEART PILES (INV 221) PCS STC 30 PCS 39' AND 9 PCS 25' G HEART PILES (INV# 223),EVERGREEN FOREST PRODUCTS INC,EVERGREEN FOREST PRODUCTS INC,NAZIR TROPICAL TIMBERS,01/10/2018,61053,27751,Haina,"New York, New York",AS ANGELINA,Dominican Republic,NO MARKS NO MARKS NO MARKS NO MARKS,578 SOUND AVE PO BOX 922 WADING RIVER NY 11792 USA,"172 SECTION C BLOCK Y GROVE EAST BANK DEMERARA, GUYANA GUY",11792,2,SMLU7855129 SMLU7873539, ,89,PCS,0, ,SMLU5089516A, , ,26,428530 G2189384 428458 G2189381,LIBERIA, ,SMLU,SEABOARD MARINE LTD,MIAMI,FL,33166,8001 NW 79TH AVE,BRAUNER INTERNATIONAL CORP,66 YORK ST FL 2 JERSEY CITY NJ 07302-3839 USA,GEORGETOWN
"18 CRATES WITH BRAZILIAN PINE PLYWOOD NW: 26.277,00 18 CRATES WITH BRAZILIAN PINE PLYWOOD NW: 26.277,00 18 CRATES WITH BRAZILIAN PINE PLYWOOD NW: 26017,569 GW: 26278,424 18 CRATES WITH BRAZILIAN PINE PLYWOOD NW: 26.277,00 05X40HC SAID TO CONTAIN: 90 CRATES WITH BRAZILIAN PINE PLYWOOD C+/C CE4 CERTIFIED EXTERIOR PHENOLIC GLUE 2440 X 1220 12MM 5C INVOICE: SUV415/17A CONTRACT: 815,816,817, 818,819 NET WEIGHT: 130.085,569 KG G WEIGHT: 131.386,424 KG RE: 17/1933295-001 SD: 2176369938/2, 7/0017-21 +55 (41) 3219 5850 18 CRATES WITH BRAZILIAN PINE PLYWOOD NW: 26.277,00",EVERGREEN FOREST PRODUCTS INC,EVERGREEN FOREST PRODUCTS INC,INDUSTRIA DE COMPENSADOS SUDATI LTD,01/06/2018,289049,131386,Navagantes,"Baltimore, Maryland",MSC MARINA,Brazil,TARE 3840 SAME TARE 3850 SAME TARE 3840 SAME TARE 3840 11004 SUV415/17A E 11002 SUV415/17A B 11006 SUV415/17A D 11003 SUV415/17A C 11001 SUV415/17A A SAME SAME SAME SAME SAME SAME SAME SAME SAME SAME SAME SAME SAME TARE 3840 SAME,578 SOUND AVENUE WADING RIVER NY 11792 UNITED STATES,"ROD. DO CERNE PR 090, S/N KM 60,3 T VENTANIA PR 84345-000 BRAZIL",11792,5,TCNU5428682 BMOU6170623 MEDU7096861 MEDU7366247 MEDU7153977,4510 4510 4510 4510 4510,90,CRT,241,X,MSCUJ7521360, , ,748R,MSCFEX2223741 MSCFEX2223693 MSCFEX2223694 MSCFEX2223748 MSCFEX2223699,PANAMA, ,MSCU,MSC-MEDITERRANEAN SHIPPING COMPANY S A,GENEVA, ,CH 1206,40 AVENUE EUGENE PITTARD,BRAUNER INTERNATIONAL CORP,"66 YORK STREET, SUITE 100 JERSEY CITY NJ 07302 UNITED STATES",NAVEGANTES
"20 CRATES WITH 1.000 SHEETS ELLIOTIS PINE FORMPLY, C+/C+ WBP GLUE - 7 PLY 2,440X1,220 X 18MM SHIPPED ON BOARD FREIGHT COLLECT RE: 17/1890733-001 SD: 2176312836/9 NCM: 4412.39.00 HS CODE: 4412.39 N.W.: 26.039KGS G.W.: 26.149KGS CUBAGE: 53,582M3 CONTRACT: 751-2017 WOODEN PACKAGE USED: TREATED / CERTIFIED EXPORT RE, FERENCES FORWARDER REFERENCE: 7223912871005800 SHIPPER'S REFERENCE NUMBER: CWBS04179609 FORWARDING AGENTKUEHNE + NAGEL SERV LOGIST LTDA AL. DR. CARLOS DE CARVALHO, 555 - 20 AD 80430-180 CURITIBA PR BRASIL CNPJ: 02.886.427/0017-21 +55 (41) 3219 5850",EVERGREEN FOREST PRODUCTS INC,EVERGREEN FOREST PRODUCTS INC,PLACA COM. DE MAD. E COMP.LTDA,12/31/2017,57528,26149,Navagantes,"New York/Newark Area, Newark, New Jersey",MSC MARINA,Brazil,TARE 3890 PO 874767 SAME SAME SAME SAME SAME SAME SAME SAME SAME SAME SAME SAME,578 SOUND AVENUE WADING RIVER NY 11792 UNITED STATES,"RUA WENZEL RULF, 500 - DISTRITO IND PORTO UNIAO SC 89400 BRAZIL",11792,1,TGHU9769821,4510,20,CRT,53,X,MSCUJ7519604, , ,748R,MSCFEX2218687,PANAMA, ,MSCU,MSC-MEDITERRANEAN SHIPPING COMPANY S A,GENEVA, ,CH 1206,40 AVENUE EUGENE PITTARD,BRAUNER INTERNATIONAL CORP,"66 YORK STREET, SUITE 100 JERSEY CITY NJ 07302 UNITED STATES",NAVEGANTES
PCS 25FT GREENHEART PILES (INV# 216) CONTAINER CHECKED BY JAMAICAN CUSROMS HENCE SEAL CHANGES,EVERGREEN FOREST PRODUCTS INC,EVERGREEN FOREST PRODUCTS INC,NAZIR TROPICAL TIMBERS,12/26/2017,42409,19277,Port Bustamante,"New York, New York",HERMANN HESSE,Jamaica,NO MARKS NO MARKS NO MARKS NO MARKS,578 SOUND AVE PO BOX 922 WADING RIVER NY 11792 USA,"172 SECTION C BLOCK Y GROVE EAST BANK DEMERARA, GUYANA GUY",11792,1,SMLU7856125, ,50,PCS,0, ,SMLU5060015A, , ,57,427012 G1928016,LIBERIA, ,SMLU,SEABOARD MARINE LTD,MIAMI,FL,33166,8001 NW 79TH AVE,BRAUNER INTERNATIONAL CORP,66 YORK ST FL 2 JERSEY CITY NJ 07302-3839 USA,GEORGETOWN
"PINE PLYWOOD, WBP GLUE . PINE PLYWOOD, WBP GLUE . PINE PLYWOOD, WBP GLUE . PINE PLYWOOD, WBP GLUE . PINE PLYWOOD, WBP GLUE . PINE PLYWOOD, WBP GLUE .",EVERGREEN FOREST PRODUCTS INC,EVERGREEN FOREST PRODUCTS INC,COMPENSADOS RELVAPLAC LTDA,12/23/2017,339240,154200,Navagantes,"Baltimore, Maryland",MSC LUDOVICA,Brazil,874761 874762 874763 874764 874765 874766 874761 874762 874763 874764 874765 874766 874761 874762 874763 874764 874765 874766 874761 874762 874763 874764 874765 874766 874761 874762 874763 874764 874765 874766 874761 874762 874763 874764 874765 874766,578 SOUND AVENUE WADING RIVER NY 11792 US,RUA DOS IMIGRANTES 800 IMBITUVA 84430000 BR,11792,6,TCLU1768692 TRLU7000442 HLXU8442680 HLBU1540414 TCLU8608192 TCLU5706385,4510 4510 4510 4510 4510 4510,108,PKG,0, ,AWSLAWSL154840,H,HLCUPN4171053778,1742N,UASC023910 UASC023905 UASC023903 HLD2304657 HLD2304762 HLD2304660,PANAMA, ,AWSL,ALL WORLD SHIPPING CORP,TAMPA,FL,33609-1065,550 NORTH REO STREET,HLCU,HLCU,NAVEGANTES
"PINE PLYWOOD, WBP GLUE PINE PLYWOOD, WBP GLUE","EVERGREEN FOREST PRODUCTS, INC",EVERGREEN FOREST PRODUCTS INC,COMPENSADOS RELVAPLAC LTDA,12/11/2017,121440,55200,Navagantes,"New York/Newark Area, Newark, New Jersey",LETAVIA,Brazil,874756 874757 874756 874757,578 SOUND AVE WADING RIVER NY 11792 US,RUA DOS MIGRANTES 800 IMBITUVA 84430000 BR,11792,2,TCNU6054463 TCNU5005187,4500 4500,36,PKG,0, ,AWSLAWSL153968,H,CMDUSSZ0572196,266GB,F7732134 F7732127,LIBERIA, ,AWSL,ALL WORLD SHIPPING CORP,TAMPA,FL,33609-1065,550 NORTH REO STREET,CMDU,CMDU,NAVEGANTES
"PIECES OF ELLIOTTII PINE PLYWOOD, PHENOLIC EXTERIOR GLUE, C+ C+ GRADE, 2440X1220.","EVERGREEN FOREST PRODUCTS, INC",EVERGREEN FOREST PRODUCTS INC,G13 MADEIRAS LTDA,12/06/2017,55880,25400,Sao Francisco do Sul,"New York, New York",MONTE ROSA,Brazil,874750 NO MARKS,578 SOUND AVE WADING RIVER NEW YORK NY 11792 US,"RUA RUDOLFO ODORIZZI, 210 PRESIDENTE GETULIO BR",11792,1,DFSU7093652,4510,18,BDL,0, ,AWSLAWSL153550,H,HLCUIT1170829277,74N,HLD4480681,GERMANY, ,AWSL,ALL WORLD SHIPPING CORP,TAMPA,FL,33609-1065,550 NORTH REO STREET,HLCU,HLCU,ITAPOA
39' GREENHEART PILES (INV# 217) FREIGHT COLLECT ALL LOCAL CHARGES AT DESTINATION FOR CONSIGNEE'S ACCOUNT SAID TO BE SAID TO WEIGH,EVERGREEN FOREST PRODUCTS INC.,EVERGREEN FOREST PRODUCTS INC,NAZIR TROPICAL TIMBERS,12/05/2017,44974,20443,Port Bustamante,"New York/Newark Area, Newark, New Jersey",ZIM ANTWERP,Jamaica,NO MARKS NO NUMBERS,"578 SOUND AVENUE P.O BOX 922 WADING RIVER, N.Y 11792 TEL: 6319293197",LOT 172 SECTION 'C' BLOCK 'Y' GROVE EAST BANK DEMERARA GUYANA TEL:592-600-6397,11792,1,TRLU7421781,4500,21,PCS,457,CF,ZIMUGTG11931, , ,44W,CTA427013 ZZCO34917,LIBERIA, ,ZIMU,ZIM ISRAEL NAVIGATION CO LTD,HAIFA, , , ,BRAUNER INTERNATIONAL CORP,"66 YORK ST, 2ND FLOOR JERSEY CITY, N.J 07302 TEL:201-333-5400 EXT 16",GEORGETOWN - GUYA
PCS 20FT GREENHEART PILES (INV # 212) PCS 30FT GREENHEART LUMBER (INV # 218),EVERGREEN FOREST PRODUCTS INC,EVERGREEN FOREST PRODUCTS INC,NAZIR TROPICAL TIMBERS,11/28/2017,89285,40584,Haina,"New York, New York",AS ANGELINA,Dominican Republic,NO MARKS NO MARKS NO MARKS NO MARKS,578 SOUND AVE PO BOX 922 WADING RIVER NY 11792 USA,"172 SECTION C BLOCK Y GROVE EAST BANK DEMERARA, GUYANA GUY",11792,2,SMLU7826692 FSCU9342364, ,205,PCS,0, ,SMLU5045793A, , ,24,00850 G2189215 G2189209 V053533,LIBERIA, ,SMLU,SEABOARD MARINE LTD,MIAMI,FL,33166,8001 NW 79TH AVE,BRAUNER INTERNATIONAL CORP,66 YORK ST FL 2 JERSEY CITY NJ 07302-3839 USA,GEORGETOWN
PCS GREENHEART SQUARES (INV#210) PCS GREENHEART PILES (INV#211) PCS STB 500 PCS PH DECKING & 85 PCS WASHIBA LUMBER (INV 209),EVERGREEN FOREST PRODUCTS INC,EVERGREEN FOREST PRODUCTS INC,NAZIR TROPICAL TIMBERS,11/07/2017,138335,62880,Haina,"New York, New York",AS ANGELINA,Dominican Republic,NO MARKS NO MARKS NO MARKS NO MARKS NO MARKS,578 SOUND AVE PO BOX 922 WADING RIVER NY 11792 USA,"172 SECTION C BLOCK Y GROVE EAST BANK DEMERARA, GUYANA GUY",11792,3,SMLU7949110 SMLU8518400 SMLU7936555, ,641,PCS,0, ,SMLU5015363A, , ,23,G2189094 CTA415946 G2189092 415947 G2189091 CTA415945,LIBERIA, ,SMLU,SEABOARD MARINE LTD,MIAMI,FL,33166,8001 NW 79TH AVE,BRAUNER INTERNATIONAL CORP,66 YORK ST FL 2 JERSEY CITY NJ 07302-3839 USA,GEORGETOWN
PCS 30FT GREENHEART PILES (INV# 213) PCS 30FT GREENHEART PILES (INV#204),EVERGREEN FOREST PRODUCTS INC,EVERGREEN FOREST PRODUCTS INC,NAZIR TROPICAL TIMBERS,11/07/2017,74016,33644,Haina,"New York, New York",AS ANGELINA,Dominican Republic,NO MARKS NO MARKS NO MARKS NO MARKS,578 SOUND AVE PO BOX 922 WADING RIVER NY 11792 USA,"172 SECTION C BLOCK Y GROVE EAST BANK DEMERARA, GUYANA GUY",11792,2,SMLU7921827 SMLU7924127, ,68,PCS,0, ,SMLU5018560A, , ,23,G2189116 CTA419887 CTA419885 G2189113,LIBERIA, ,SMLU,SEABOARD MARINE LTD,MIAMI,FL,33166,8001 NW 79TH AVE,BRAUNER INTERNATIONAL CORP,66 YORK ST FL 2 JERSEY CITY NJ 07302-3839 USA,GEORGETOWN
"ELLIOTTII PINE PLYWOOD, PHENOLIC EXTERIOR FREIGHT COLLECT","EVERGREEN FOREST PRODUCTS, INC",EVERGREEN FOREST PRODUCTS INC,G13 MADEIRAS LTDA,10/25/2017,56100,25500,Sao Francisco do Sul,"New York, New York",MONTE AZUL,Brazil,NO MARKS NO MARKS,578 SOUND AVE WADING RIVER NEW YORK NY 11792 US,"RUA RUDOLFO ODORIZZI, 210 PRESIDENTE GETULIO BR",11792,1,HLBU1067528,45G0,18,BDL,0, ,AWSLAWSL152678,H,HLCUIT1170824302,082N,HLD4474909,PORTUGAL, ,AWSL,ALL WORLD SHIPPING CORP,TAMPA,FL,33609-1065,550 NORTH REO STREET,HLCU,HLCU,ITAPOA
"NCM CODE 441239000, ELLIOTIS PINE PLYWOOD NCM CODE 441239000, ELLIOTIS PINE PLYWOOD NCM CODE 441239000, ELLIOTIS PINE PLYWOOD",EVERGREEN FOREST PRODUCTS INC,EVERGREEN FOREST PRODUCTS INC,COMPENSADOS NM LTDA,10/24/2017,179652,81660,Navagantes,"Baltimore, Maryland",MSC VANESSA,Brazil,NO MARKS NO MARKS NO MARKS,578 SOUND AVENUE WADING RIVER NY 11792 USA,"RUA NITEROI, 3222 BAIRRO, NITEROI, PRESIDENTE GETULIO PRESIDENTE DUTRA BRAZIL",11792,3,MEDU8597343 MEDU8793618 MEDU7297383, ,57,PKG,0, ,IMAVAMSC05803433,H,MSCUJ7427683,738R,EU10519953 EU10519951 EU10519952,PANAMA, ,IMAV, , , , , ,BRAUNER INTERNATIONAL,66 YORK STREET JERSEY CITY NJ 07302 USA,NAVEGANTES BRAZIL
PCS 30' GREENHEART PILES (INV# 203) PCS STB 18 PCS 30' & 12 PCS 25' GREENHEART PILES (INV# 206),EVERGREEN FOREST PRODUCTS INC,EVERGREEN FOREST PRODUCTS INC,NAZIR TROPICAL TIMBERS,10/17/2017,72105,32775,Haina,"New York, New York",AS ANGELINA,Dominican Republic,NO MARKS NO MARKS NO MARKS NO MARKS NO MARKS,578 SOUND AVE PO BOX 922 WADING RIVER NY 11792 USA,"172 SECTION C BLOCK Y GROVE EAST BANK DEMERARA, GUYANA GUY",11792,2,SMLU7938516 SMLU7859952, ,98,PCS,0, ,SMLU4991940A, , ,22,CTA414690 G2189010 G2189013 CTA414689,LIBERIA, ,SMLU,SEABOARD MARINE LTD,MIAMI,FL,33166,8001 NW 79TH AVE,BRAUNER INTERNATIONAL CORP,66 YORK ST FL 2 JERSEY CITY NJ 07302-3839 USA,GEORGETOWN
PCS GREENHEART SQUARES (INV# 207) PCS ROUGH SAWN GREENHEART LUMBER (INV# 207),EVERGREEN FOREST PRODUCTS INC,EVERGREEN FOREST PRODUCTS INC,NAZIR TROPICAL TIMBERS,10/17/2017,101293,46042,Haina,"New York, New York",AS ANGELINA,Dominican Republic,NO MARKS NO MARKS NO MARKS NO MARKS,578 SOUND AVE PO BOX 922 WADING RIVER NY 11792 USA,"172 SECTION C BLOCK Y GROVE EAST BANK DEMERARA, GUYANA GUY",11792,2,SMLU7920733 TTNU9538280, ,177,PCS,0, ,SMLU5003551A, , ,22,CTA415564 G2189086 CTA415565 G2189075,LIBERIA, ,SMLU,SEABOARD MARINE LTD,MIAMI,FL,33166,8001 NW 79TH AVE,BRAUNER INTERNATIONAL CORP,66 YORK ST FL 2 JERSEY CITY NJ 07302-3839 USA,GEORGETOWN
PCS 39' GREENHEART PILES (INV# 201),EVERGREEN FOREST PRODUCTS INC,EVERGREEN FOREST PRODUCTS INC,NAZIR TROPICAL TIMBERS,09/19/2017,51168,23258,Port Bustamante,"Miami, Florida",HAMBURG TRADER,Jamaica,NO MARKS NO MARKS,578 SOUND AVE PO BOX 922 WADING RIVER NY 11792 USA,"172 SECTION C BLOCK Y GROVE EAST BANK DEMERARA, GUYANA GUY",11792,1,SEGU4147154, ,21,PCS,0, ,SMLU4969547A, , ,220,G2188890 410723,PANAMA, ,SMLU,SEABOARD MARINE LTD,MIAMI,FL,33166,8001 NW 79TH AVE,BRAUNER INTERNATIONAL CORP,66 YORK ST FL 2 JERSEY CITY NJ 07302-3839 USA,GEORGETOWN
PCS 35' GREENHEART PILES (INV# 196),EVERGREEN FOREST PRODUCTS INC,EVERGREEN FOREST PRODUCTS INC,NAZIR TROPICAL TIMBERS,09/14/2017,51763,23529,Haina,"New York, New York",HERMANN HESSE,Dominican Republic,NO MARKS NO MARKS,578 SOUND AVE PO BOX 922 WADING RIVER NY 11792 USA,"172 SECTION C BLOCK Y GROVE EAST BANK DEMERARA, GUYANA GUY",11792,1,BMOU4071365, ,23,PCS,0, ,SMLU4958955A, , ,52,G2188872 V046637,LIBERIA, ,SMLU,SEABOARD MARINE LTD,MIAMI,FL,33166,8001 NW 79TH AVE,BRAUNER INTERNATIONAL CORP,66 YORK ST FL 2 JERSEY CITY NJ 07302-3839 USA,GEORGETOWN
PCS 30' GREENHEART PILES (INV# 201),EVERGREEN FOREST PRODUCTS INC,EVERGREEN FOREST PRODUCTS INC,NAZIR TROPICAL TIMBERS,09/14/2017,33531,15241,Haina,"New York, New York",HERMANN HESSE,Dominican Republic,NO MARKS NO MARKS,578 SOUND AVE PO BOX 922 WADING RIVER NY 11792 USA,"172 SECTION C BLOCK Y GROVE EAST BANK DEMERARA, GUYANA GUY",11792,1,SMLU7948957, ,27,PCS,0, ,SMLU4969491A, , ,52,410724 G2188886,LIBERIA, ,SMLU,SEABOARD MARINE LTD,MIAMI,FL,33166,8001 NW 79TH AVE,BRAUNER INTERNATIONAL CORP,66 YORK ST FL 2 JERSEY CITY NJ 07302-3839 USA,GEORGETOWN
BUNDLES SHINGLE,EVERGREEN FOREST PRODUCTS INC,EVERGREEN FOREST PRODUCTS INC,NAZIR TROPICAL TIMBERS,08/30/2017,21031,9560,Port Bustamante,"Miami, Florida",LENA,Jamaica,NO MARKS,578 SOUND AVE PO BOX 922 WADING RIVER NY 11792 USA,"172 SECTION C BLOCK Y GROVE EAST BANK DEMERARA, GUYANA GUY",11792,1,BMOU2408014, ,384,BDL,0, ,SMLU4952013A, , ,1,409845 G2188836,CYPRUS, ,SMLU,SEABOARD MARINE LTD,MIAMI,FL,33166,8001 NW 79TH AVE,BRAUNER INTERNATIONAL CORP,66 YORK ST FL 2 JERSEY CITY NJ 07302-3839 USA,GEORGETOWN
GREENHEART PILES STC:18 PIECES X 45' GREENHEART PILES --------------------,EVERGREEN FOREST PRODUCTS INC,EVERGREEN FOREST PRODUCTS INC,NAZIR TROPICAL TIMBERS,08/27/2017,48950,22250,Haina,"Port Everglades, Florida",PAVO J,Dominican Republic,CONTAINER# SEFU 4505315 SEAL# CTA409842 DITTO,"578 SOUND AVENUE, P.O BOX 922 WADING RIVER,NY 11792 TEL# 631 929 3197","172 SECTION C BLOCK Y GROVE EAST BANK DEMERARA, GUYANA TEL# 592 600 6397",11792,1,SEFU4505315,9510,18,PCS,12,M,CWLQGEDN7M000491, , ,D7067,R10268790,ANTIGUA AND BARBUDA, ,CWLQ,CROWLEY CARIBBEAN SERVICES LLC,JACKSONVILLE,FL,32203,PO BOX 2110,BRAUNER INTL CORP,"66 YORK STREET 2ND FLOOR JERSEY CITY,NJ 07302 TEL# 201 333 5400 EXT 16","GEORGETOWN, GY"
PCS GREENHEART ROUGH SAWN LUMBER (INV# 190) PCS STB 11 PCS 35' AND 11 PCS 39' GREENHEART PILES (INV# 186) PCS STB 13 PCS 35' AND 12 PCS 39' GREENHEART PILES (INV# 191) PCS 35' AND 39' GRENHEART PILES (INV# 189) PCS 30' GREENHEART PILES (INV# 192),EVERGREEN FOREST PRODUCTS INC,EVERGREEN FOREST PRODUCTS INC,NAZIR TROPICAL TIMBERS,08/15/2017,214064,97302,Haina,"New York, New York",VARAMO,Dominican Republic,NO MARKS NO MARKS NO MARKS NO MARKS NO MARKS NO MARKS NO MARKS NO MARKS NO MARKS NO MARKS,578 SOUND AVE PO BOX 922 WADING RIVER NY 11792 USA,"172 SECTION C BLOCK Y GROVE EAST BANK DEMERARA, GUYANA GUY",11792,5,TCKU9872983 GLDU7011219 SMLU7837043 SMLU7909919 SMLU7874561, ,307,PCS,0, ,SMLU4937928A, , ,13,409140 G2188684 G2188660 408837 CTA409139 G2188674 G2188683 CTA409136 CTA409137 G2188686,CYPRUS, ,SMLU,SEABOARD MARINE LTD,MIAMI,FL,33166,8001 NW 79TH AVE,BRAUNER INTERNATIONAL CORP,66 YORK ST FL 2 JERSEY CITY NJ 07302-3839 USA,GEORGETOWN
PCS 39' GREENHEART PILES (INV# 193),EVERGREEN FOREST PRODUCTS INC,EVERGREEN FOREST PRODUCTS INC,NAZIR TROPICAL TIMBERS,08/15/2017,55577,25262,Haina,"New York, New York",VARAMO,Dominican Republic,NO MARKS NO MARKS,578 SOUND AVE PO BOX 922 WADING RIVER NY 11792 USA,"172 SECTION C BLOCK Y GROVE EAST BANK DEMERARA, GUYANA GUY",11792,1,CLHU8989868, ,21,PCS,0, ,SMLU4938857A, , ,13,G2188685 409138,CYPRUS, ,SMLU,SEABOARD MARINE LTD,MIAMI,FL,33166,8001 NW 79TH AVE,BRAUNER INTERNATIONAL CORP,66 YORK ST FL 2 JERSEY CITY NJ 07302-3839 USA,GEORGETOWN
PINHO CUIABANO BENDING PLYWOOD FLEXIBLE OVERLAY&AMP; BETTER MR E-1 GLUE FREIGHT COLLECT NCM: 44123900,"EVERGREEN FOREST PRODUCTS, INC",EVERGREEN FOREST PRODUCTS INC,RONDONIA RURAL AGRO LTDA,08/13/2017,29977,13626,Navagantes,"New York/Newark Area, Newark, New Jersey",MSC MAUREEN,Brazil,NO MARKS NO MARKS NO MARKS,578 SOUND AVENUE WADING RIVER NY 11792 US,AV TRANSCONTINENTAL N 5478 RONDONIA BR,11792,1,SLSU8000076,45G0,10,CRT,0, ,AWSLAWSL149198,H,MSCUJ7361577,728R,MSCEU11603006,PANAMA, ,AWSL,ALL WORLD SHIPPING CORP,TAMPA,FL,33609-1065,550 NORTH REO STREET,MSCU,MSCU,NAVEGANTES
HDF FACED PANEL MR GLUE SIZE 2440 X 1220 MM FREIGHT COLLECT NCM: 44129441,"EVERGREEN FOREST PRODUCTS, INC",EVERGREEN FOREST PRODUCTS INC,ANDRADE AND MARTINS LTDA,08/13/2017,27326,12421,Navagantes,"New York/Newark Area, Newark, New Jersey",MSC MAUREEN,Brazil,NO MARKS NO MARKS,578 SOUND AVENUE WADING RIVER NY 11792 US,ROD. BR 277 KM 540 IBEMA 85478000 BR,11792,1,SLSU8000076,45G0,9,PKG,0, ,AWSLAWSL149199,H,MSCUJ7361577,728R,MSCEU11603006,PANAMA, ,AWSL,ALL WORLD SHIPPING CORP,TAMPA,FL,33609-1065,550 NORTH REO STREET,MSCU,MSCU,NAVEGANTES
PCS STB. 27 PCS 30' GREENHEART PILES AND 1 PC PURPLEHEART LOG (INV# 188) PCS STB. 20 PCS 35' AND 18 PCS 39' GREENHEART PILES (INV# 187),EVERGREEN FOREST PRODUCTS INC,EVERGREEN FOREST PRODUCTS INC,NAZIR TROPICAL TIMBERS,08/08/2017,92393,41997,Haina,"New York, New York",HANSA FREYBURG,Dominican Republic,NO MARKS NO MARKS NO MARKS NO MARKS NO MARKS,578 SOUND AVE PO BOX 922 WADING RIVER NY 11792 USA,"172 SECTION C BLOCK Y GROVE EAST BANK DEMERARA, GUYANA GUY",11792,2,DRYU9077691 SMLU7896600, ,66,PCS,0, ,SMLU4928725A, , ,46,CTA408835 G2188657 G2188662 408836,LUXEMBOURG, ,SMLU,SEABOARD MARINE LTD,MIAMI,FL,33166,8001 NW 79TH AVE,BRAUNER INTERNATIONAL CORP,66 YORK ST FL 2 JERSEY CITY NJ 07302-3839 USA,GEORGETOWN
